2	2	1	10	2	3	25	2	25	2	2	4	4	29	29	28	26	25	25	25	25	26	26	25	26	26	26	15	13	2	25	3	3	3	1	25	25	25	25	25	26	26	15	15	15	15	21	15	15	15	22	15	21	28	26	2	27	26	26	2	
4	3	27	4	27	27	3	27	25	25	25	25	25	25	25	27	27	31	32	32	32	31	26	26	26	28	15	27	14	24	15	3	3	3	5	5	5	1	1	3	2	2	21	26	23	22	22	22	22	22	22	22	14	21	15	21	22	22	22	14	
4	28	14	4	4	2	31	27	11	4	31	27	4	4	2	27	31	32	31	30	4	26	26	26	26	15	15	20	14	20	27	25	1	7	5	7	5	5	5	1	3	7	7	21	26	15	22	22	22	22	22	24	22	22	22	22	31	24	22	21	
14	31	4	4	4	14	4	4	32	32	32	31	32	32	11	27	23	15	28	28	14	15	24	24	4	4	5	5	7	6	5	5	5	2	7	7	21	22	22	22	22	22	21	22	22	22	22	22	21	22	21	21	23	23	21	8	8	4	31	4	
27	27	2	4	27	4	4	4	4	12	27	29	27	2	2	27	25	27	11	31	12	27	26	28	28	15	15	15	15	15	24	28	3	1	5	5	5	5	1	5	5	2	3	5	23	23	22	22	22	22	22	22	22	22	22	22	22	22	22	22	
4	31	4	4	2	4	2	3	3	2	5	6	4	4	3	4	27	27	4	2	28	28	31	32	10	26	23	23	22	22	14	15	15	24	31	24	2	3	5	5	5	5	5	1	2	2	13	4	4	4	23	22	22	22	22	22	22	22	22	23	
14	3	3	11	14	27	4	2	5	3	2	2	6	3	2	4	2	31	32	32	30	32	31	27	27	14	28	28	15	31	15	23	14	2	1	5	5	5	5	5	2	25	4	7	4	23	23	23	22	22	22	23	22	22	22	22	24	22	22	21	
27	3	3	4	27	31	4	3	4	12	12	30	4	27	1	11	27	2	11	27	12	31	32	31	32	27	27	27	28	28	28	15	15	15	24	4	3	3	1	5	1	5	3	1	27	26	2	2	26	4	23	23	21	22	22	22	31	22	31	4	
4	27	2	4	31	32	32	32	27	21	15	15	15	15	15	15	21	13	4	3	5	7	7	3	3	1	3	4	4	21	23	22	22	22	22	22	22	22	23	22	22	22	22	31	22	22	22	22	4	31	29	4	7	4	4	2	4	4	31	4	
3	27	2	27	4	27	31	30	30	31	27	26	26	15	15	31	31	31	31	4	4	3	3	1	5	5	5	5	2	4	4	21	23	23	23	21	22	22	32	24	22	24	32	22	15	15	22	24	20	24	30	31	7	4	4	4	12	27	4	4	
14	4	4	27	4	11	4	27	31	32	32	31	27	26	15	15	15	15	31	22	15	15	4	3	3	3	3	5	5	3	3	3	4	7	7	23	22	21	21	21	21	22	22	22	22	22	31	22	31	22	32	24	7	29	4	4	4	28	2	1	
27	10	27	27	27	31	32	32	31	32	15	21	15	21	15	31	15	21	32	32	4	7	7	7	7	7	7	3	3	2	3	4	7	26	21	23	21	21	22	22	22	22	21	22	23	23	23	26	21	22	23	6	13	14	4	13	4	12	27	27	
31	31	29	4	1	7	4	4	14	4	11	27	14	4	32	32	32	4	4	26	26	15	31	15	15	31	27	4	3	1	3	5	5	5	5	5	25	4	4	5	4	21	22	21	22	22	22	22	22	22	22	23	22	23	22	22	22	23	23	5	
4	28	4	31	27	31	31	31	32	32	32	32	27	26	15	15	15	15	15	26	15	15	2	4	3	1	5	5	5	5	5	1	2	4	4	2	25	4	21	21	21	22	22	22	22	31	22	23	22	23	21	2	5	5	6	1	2	31	28	4	
7	4	11	16	24	32	32	32	27	26	15	15	23	15	15	15	15	4	26	1	1	1	5	5	5	1	1	4	4	2	26	4	21	22	22	22	22	22	22	31	22	22	23	14	22	22	23	22	22	22	23	4	4	4	2	11	14	27	10	12	
3	7	2	2	2	30	32	32	31	27	26	26	15	31	31	15	15	15	15	4	3	5	5	5	5	5	5	2	25	4	23	26	21	21	21	21	22	22	22	22	21	22	31	23	15	22	21	14	23	8	22	22	29	3	7	4	28	14	4	4	
2	3	3	6	14	32	32	32	27	26	26	15	28	15	15	15	15	27	3	3	5	5	5	5	5	1	1	27	4	2	21	26	21	21	21	21	22	22	22	22	22	23	23	23	23	23	23	22	18	23	29	4	4	4	4	27	31	4	25	4	
3	27	31	32	32	32	28	26	15	15	15	15	28	15	15	15	15	26	3	1	5	5	5	5	1	1	27	25	4	26	4	21	21	21	22	22	31	22	22	23	23	21	21	15	23	4	22	23	23	23	14	4	4	14	4	4	4	31	2	4	
15	15	15	24	3	5	5	5	5	5	5	1	1	2	4	4	2	26	23	21	21	21	21	22	22	22	32	22	21	26	14	22	21	22	4	4	4	4	5	3	4	23	2	13	23	5	2	14	4	4	2	4	14	4	4	4	12	4	4	28	
4	4	4	2	27	2	7	2	2	29	4	12	4	32	30	26	26	15	15	15	28	15	15	15	24	24	24	3	3	5	5	5	5	5	5	5	1	2	4	4	2	4	4	21	21	21	21	21	22	22	31	22	22	22	31	23	20	21	14	12	
