11	27	27	27	13	4	3	2	13	13	2	13	2	4	4	28	27	4	5	2	4	2	3	1	1	1	1	1	3	3	3	3	27	15	15	14	14	26	31	31	31	27	31	31	31	31	31	31	31	14	31	31	4	14	31	31	32	30	28	32	
27	27	27	14	2	27	4	29	2	4	10	26	2	3	3	27	25	3	3	1	1	1	3	3	3	4	4	27	15	15	15	15	15	21	15	4	26	31	31	31	31	31	24	14	28	31	14	4	28	21	26	4	31	4	4	30	4	4	4	28	
4	4	2	5	13	14	4	12	27	2	4	3	3	1	1	1	3	3	2	2	2	29	11	16	16	15	15	21	31	31	26	26	31	31	31	31	31	32	31	31	14	12	14	32	31	31	12	31	31	32	32	31	4	28	28	4	14	14	31	30	
4	31	15	19	24	13	11	10	12	28	4	1	1	1	1	3	7	4	4	26	15	21	14	26	4	26	26	31	31	31	31	32	31	31	31	24	14	14	11	14	16	16	16	14	13	2	11	9	10	13	14	4	4	3	3	27	13	31	31	31	
27	27	13	14	4	4	4	31	31	29	7	7	7	3	25	3	1	1	1	1	3	3	4	2	26	26	13	26	26	4	26	26	27	31	27	31	31	31	31	31	31	31	28	31	27	14	11	14	4	27	4	31	24	31	31	4	31	7	29	31	
4	4	7	4	5	14	28	27	28	13	14	28	29	4	25	4	31	31	4	4	4	25	25	1	1	1	1	1	3	3	3	27	14	26	13	14	14	15	15	26	27	26	4	27	4	31	28	31	31	28	31	28	28	31	31	31	27	31	27	27	
4	3	6	29	27	28	31	14	13	31	28	28	3	1	13	13	29	3	27	11	27	25	3	25	1	1	1	1	1	3	3	2	13	4	27	14	14	26	26	26	14	14	27	25	27	27	31	31	31	31	31	31	31	28	31	31	31	28	31	4	
3	3	12	4	31	2	7	2	4	4	4	4	14	13	10	4	4	28	4	1	1	1	1	1	1	3	3	13	29	26	26	15	15	26	26	26	26	27	26	26	26	31	31	31	31	28	11	28	14	14	15	14	12	28	11	28	12	26	25	9	
2	27	10	11	4	3	10	12	27	14	23	3	13	3	3	2	2	2	10	25	3	1	1	1	1	1	5	13	13	13	13	2	26	15	26	26	26	15	14	27	27	26	14	14	31	31	27	31	31	14	14	14	14	14	26	14	14	14	32	31	
28	28	31	31	28	25	2	28	15	11	31	27	25	3	1	1	1	1	1	3	2	2	2	4	26	26	26	26	26	26	26	27	27	4	27	27	27	31	14	31	31	28	27	28	31	27	27	28	24	4	7	4	4	4	4	4	4	27	4	31	
16	11	13	28	4	10	3	3	1	1	1	1	1	3	3	27	2	2	27	14	15	26	26	26	15	26	31	4	21	27	31	31	31	31	31	31	28	28	31	28	14	14	14	31	27	13	13	4	11	27	6	23	11	3	4	3	2	4	2	4	
14	31	28	27	4	3	4	25	4	27	3	2	2	4	4	15	14	29	31	29	12	2	25	25	25	4	3	1	1	1	1	1	3	13	3	4	3	26	15	26	26	26	15	15	15	31	4	26	27	31	31	31	15	14	14	24	28	14	15	14	
4	2	2	27	4	31	31	4	1	1	3	4	27	3	3	1	2	4	3	4	4	27	10	27	4	27	3	3	1	1	1	1	1	3	3	4	3	2	2	26	15	15	13	15	26	26	15	31	26	4	4	4	4	31	31	31	31	31	31	31	
2	4	27	2	2	13	13	13	12	27	2	4	29	4	4	2	2	28	28	3	2	27	27	31	27	27	2	27	3	3	3	3	3	1	1	3	3	3	3	3	4	4	27	15	15	15	15	15	15	21	15	26	21	21	21	26	4	31	32	32	
8	31	27	23	27	23	29	29	29	4	4	4	28	12	12	14	1	1	2	2	25	27	3	3	2	3	3	1	1	3	3	3	3	3	3	3	2	26	26	15	13	23	26	15	26	26	31	4	4	26	31	28	31	31	31	31	28	31	31	14	
4	6	31	25	27	27	10	27	4	28	31	14	4	11	11	11	11	2	14	13	25	25	6	3	2	3	3	3	1	1	3	3	3	3	3	3	2	26	15	15	23	15	26	15	26	26	4	26	4	15	27	27	31	27	31	31	31	28	31	31	
4	28	29	32	11	24	28	28	28	27	27	27	4	11	2	23	6	6	4	27	28	25	3	3	1	1	1	3	3	3	3	3	3	3	3	2	26	15	23	15	26	23	22	26	26	4	4	27	31	31	31	31	31	31	31	31	14	31	26	31	
3	13	13	29	27	4	4	4	31	31	31	32	31	4	3	3	3	1	1	1	1	1	3	3	3	27	4	26	15	15	15	15	26	21	14	23	15	31	4	26	31	31	32	31	24	31	14	14	31	14	14	23	14	31	27	27	27	29	2	14	
31	28	28	28	26	3	3	3	3	3	2	2	3	3	1	1	3	1	1	3	3	3	3	25	26	15	13	23	15	21	23	21	21	4	4	4	4	4	31	31	31	32	31	14	31	14	14	2	2	2	4	4	4	31	4	4	4	31	4	4	
25	25	2	4	4	4	4	4	5	27	3	3	3	1	1	1	1	3	3	3	27	3	2	26	26	15	15	26	15	26	26	14	31	31	26	4	27	31	31	31	31	31	31	27	28	4	4	26	2	27	27	3	27	3	3	4	4	4	4	4	
