3	4	4	4	4	27	27	4	27	2	13	11	11	11	28	4	27	4	4	28	4	29	22	22	22	22	22	22	22	22	22	21	15	15	22	24	24	22	21	21	21	15	15	22	15	22	22	22	28	21	21	21	22	26	2	25	26	26	26	26	
4	29	4	5	5	5	4	4	31	23	23	23	18	22	20	20	24	24	24	21	21	21	21	15	15	15	15	22	22	22	32	21	21	26	23	15	21	26	21	26	2	2	23	4	2	23	26	26	26	26	23	29	31	4	31	4	28	11	29	2	
27	28	22	22	21	22	22	22	22	22	22	24	22	22	21	21	15	15	15	15	15	31	15	15	30	28	31	26	21	21	21	21	26	22	26	26	26	2	26	26	26	26	15	21	21	21	31	31	31	31	32	24	12	4	4	31	14	12	12	4	
24	24	20	15	21	22	21	15	15	15	15	14	31	22	21	22	28	28	4	28	26	28	26	4	31	22	23	23	23	23	26	26	28	22	21	22	32	31	4	4	31	4	4	27	28	4	14	12	4	31	27	28	4	4	31	12	12	28	28	31	
22	21	21	21	22	22	14	11	15	15	20	21	21	4	21	21	26	15	14	14	15	22	15	15	28	26	21	28	21	26	23	2	26	21	26	26	22	26	26	26	23	28	28	12	28	28	31	31	31	4	28	4	11	31	32	31	29	27	14	4	
21	26	26	21	22	15	14	31	14	21	21	22	14	31	22	31	21	31	23	23	28	26	28	28	26	22	26	26	25	26	26	28	31	4	4	31	31	31	4	31	4	31	31	31	31	31	28	31	31	29	14	28	28	4	31	29	4	27	27	27	
21	21	21	26	26	14	14	31	22	22	22	32	22	28	28	31	15	26	26	26	21	26	26	26	28	28	28	26	28	28	4	4	31	31	4	31	31	31	4	4	4	31	29	4	31	31	31	2	27	2	3	31	4	29	29	23	31	28	29	31	
26	21	21	26	26	14	15	31	21	21	15	32	28	31	26	28	28	28	26	26	15	26	26	26	26	22	26	26	28	28	26	28	31	4	4	3	4	4	3	4	4	4	13	7	3	3	4	4	4	29	27	28	4	7	23	23	29	4	3	12	
29	22	20	22	22	23	22	15	15	15	15	15	21	15	21	21	26	15	15	15	15	21	21	15	24	31	31	30	28	28	26	28	23	26	26	26	26	26	26	26	26	27	26	4	4	28	31	31	4	14	4	27	31	31	31	31	31	31	31	31	
4	10	27	23	23	23	18	24	24	15	15	15	15	26	21	26	21	21	21	26	15	15	15	22	15	22	22	32	31	31	28	15	21	15	26	21	26	26	26	28	26	26	26	26	26	27	31	4	29	31	31	31	31	4	7	27	27	31	31	4	
31	4	4	2	28	4	25	2	14	31	28	10	27	27	27	23	23	23	22	22	22	14	21	21	15	21	26	21	21	26	26	15	15	21	15	22	28	28	28	31	28	28	28	28	31	4	26	26	26	26	26	26	26	26	26	26	28	4	4	4	
27	27	14	4	29	4	10	4	4	4	4	4	29	29	32	31	23	23	24	23	23	31	31	31	14	15	15	15	26	21	26	26	26	27	26	26	28	28	31	30	4	15	32	28	4	4	28	28	4	4	25	22	25	25	25	22	26	25	26	26	
29	29	2	13	14	14	14	28	4	28	31	22	22	23	23	22	22	15	22	21	21	21	26	21	21	21	26	26	15	15	15	15	21	15	22	28	26	28	26	15	26	23	22	21	26	26	26	26	26	26	23	26	26	21	21	4	13	4	28	4	
11	28	12	10	3	24	22	23	23	23	22	23	23	14	23	15	15	21	21	21	21	21	26	26	28	26	26	28	15	15	28	28	28	28	28	28	26	15	26	26	26	25	25	25	21	26	4	26	28	28	28	4	4	4	4	4	4	31	4	4	
4	4	27	4	21	21	21	22	22	15	22	24	24	15	21	15	26	26	4	21	21	26	26	21	15	15	15	15	15	15	15	28	4	28	31	26	21	26	26	21	21	21	26	22	26	28	28	12	11	27	4	4	4	4	4	2	31	28	31	31	
4	25	25	26	14	23	23	22	22	22	31	31	15	15	26	26	15	21	21	26	26	26	26	15	15	15	15	15	32	4	31	31	15	31	26	26	26	26	26	25	26	26	25	26	26	26	26	28	31	31	4	4	4	4	31	4	31	28	27	31	
5	3	3	4	3	4	4	27	27	4	31	32	22	31	31	24	22	32	15	15	15	15	15	26	26	26	26	26	26	26	26	15	15	15	31	21	22	15	28	15	26	26	15	21	26	21	2	26	21	21	15	26	26	26	15	10	13	4	4	3	
23	27	27	27	14	15	26	15	15	22	22	22	15	15	15	15	15	26	15	26	26	21	26	15	15	26	15	31	15	15	15	28	28	15	15	26	21	26	26	26	26	26	26	26	26	21	15	26	26	27	4	29	4	5	27	4	27	4	27	31	
4	7	13	4	27	28	10	10	15	15	15	15	22	22	15	15	15	15	21	15	26	21	21	26	26	26	26	15	15	15	15	15	15	28	31	28	21	28	28	26	26	15	21	26	2	26	26	26	26	26	15	26	27	4	4	4	28	31	4	28	
31	28	27	25	10	10	13	28	15	22	21	15	22	22	24	15	15	15	15	21	24	26	21	21	21	21	15	15	26	26	15	15	21	21	15	22	4	4	21	21	26	21	27	4	21	26	21	21	21	26	26	26	26	26	26	23	2	27	4	27	
